full_id,osm_id,osm_type,historic,plaque:type,name2,name1,artwork_type,person:death,person:name,material,width,website,ref:CRFOP,natural,denotation,circumference,inscription:url,layer,tourism,source_ref,flood_mark,flood_date,source:name,url,memorial:type,tower:type,man_made,wikipedia:pl,entrance,location,name:fa,power,backrest,amenity,subject:wikipedia,denomination,tomb,religion,description2,wheelchair:description,wheelchair,toilets:wheelchair,noexit,inscription,image,description,artist_name,wikipedia,wikidata,subject:wikidata,start_date,name:pl,name:en,name:de,name,memorial
n4352578575,"4352578575",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W tym zamku najjaśniejszy Pan Jan Olbracht Król Polski i Wielki Książę Litewski w dniu 29 maja 1493 roku przyjął hołd lenny z Ziemi Pruskiej i przysięgę wierności Rzeczypospolitej od Wielkiego Mistrza Krzyżackiego Hansa von Tieffena,https://commons.wikimedia.org/wiki/File:Zamek_Kr%C3%B3lewski_Pozna%C5%84_-_tablica_ho%C5%82du_lennego_z_1493_roku.jpg,,Benedykt Kasznia,,,,"1993",,,,Miejsce hołdu lennego i przysięgi wierności,plaque
n4352578576,"4352578576",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Przemysł II,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Zamek_Kr%C3%B3lewski_Pozna%C5%84_-_tablice_Kr%C3%B3la_Przemys%C5%82a_II_i_Kr%C3%B3lowej_Ryksy_El%C5%BCbiety.jpg,,Benedykt Kasznia,,,Q54017,"1995",,,,Król Przemysł II,plaque
n4353572100,"4353572100",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Głównym dowódcom Powstania Wielkopolskiego gen. Stanisławowi Taczakowi, gen. Józefowi Dowbór-Muśnickiemu ku czci ich czynów oraz na wieczną pamiątkę powrotu Poznańskiego do Macierzy tablicę tę ufundowali Wielkopolanie, grudzień 1988",https://commons.wikimedia.org/wiki/File:P%C5%82yta_g%C5%82%C3%B3wnodowodz%C4%85cych_Powstaniem_Wielkopolskim.jpg,,Jerzy Kopczyński,,,,"1988",,,,Tablica dowódców Powstania Wielkopolskiego,plaque
n4362675142,"4362675142",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n4363226728,"4363226728",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n4379108632,"4379108632",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Jarosław Ziętara,,,,,,,,,,,,,,,Q10997259,,,,,Jarosław Ziętara,
n4381179402,"4381179402",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Franciszek z Asyżu,statue
n4399022976,"4399022976",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Głaz upamiętniający pracowników Energetyki Poznańskiej, ofiar II Wojny Światowej",,pl:Głaz Energetyków w Poznaniu,Q9284107,,1979-09-15,,,,Głaz energetyków,stone
n4411599137,"4411599137",node,memorial,,,,,,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Kaplica_Zwiastowania_Najświętszej_Maryi_Panny_w_Poznaniu#/media/File:Kaplica_Zwiastowania_NMP_Pozna%C5%84_02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezus Chrystus ze św. Piotrem,
n4418581460,"4418581460",node,memorial,,,,,,,,,,,,,,,,,,,,wikipedia,,,,,,,,,,,,,,,,,,,,,,,,Ryszard Skupin,pl:Pomnik Zwycięstwa w Parku Manitiusa w Poznaniu,Q11823521,,1968-05-09,,,,Pomnik Zwycięstwa,
n4447980968,"4447980968",node,memorial,,,,,,,,,,,,,,,,attraction,http://www.wielkawoda.umk.pl/lokalizacja/odra/ZWW_poznan.pdf,yes,"1736",,,flood_mark,,,,,outdoor,,,,,,,,,,,,,,POWODZ R:1736 DNA 9: IVLII,,,,,,,,,,,Powódź 1736,
n4469726996,"4469726996",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q989,,,,,Jan Paweł II,stone
n4511759254,"4511759254",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n4555488069,"4555488069",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bóg Honor Ojczyzna,plaque
n4555488105,"4555488105",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kościół pw. Najświętszej Bogarodzicy Maryi,plaque
n4559878785,"4559878785",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcin Rożek,pl:Pomnik Siewcy w Poznaniu,Q11823438,,"1979",,,,Siewca,statue
n4583817399,"4583817399",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n4583817456,"4583817456",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Kapliczki przydrożne na Żegrzu i Ratajach w Poznaniu#Kapliczka Serca Jezusa,,,,,,,,,,,,,,,,,,,,,,,,,,,Serce Jezusa,statue
n4698862711,"4698862711",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Petruk,pl:Pomnik Poległych w Powstaniu Poznańskim,Q11823405,,"1996",,,,Pomnik Poległych w Powstaniu Poznańskim,stone
n4704949939,"4704949939",node,memorial,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Tablica_pami%C4%85tkowa_Krystyny_Feldman.jpg,,,,,,,,,,,,,,,,,,pl:Krystyna Feldman,,,,,,,,,,,Tablica upamiętniająca miejsce zamieszkania Krystyny Feldman w latach 1979-2007,,,,Q55718,"2008",,,,Miejsce zamieszkania Krystyny Feldman,plaque
n4759835521,"4759835521",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Pozna%C5%84_D%C4%99bina_-_pomnik_Mi%C5%82o%C5%9Bnik%C3%B3w_D%C4%99biny.jpg,,,,,,,,,,Pomnik miłośników Dębiny,
n4772842185,"4772842185",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Katyn_monument_Poznan_Ogrody.jpg,"Pomnik Ofiar Zbrodni Katyńskiej 1940 roku: ppor W. Dewojno, mjr W. Hardego i kpt A. Kowalczyka",,pl:Pomnik Katyński w Poznaniu#Głaz na Ogrodach,,Q134301,"2010",,,,Głaz ofiar zbrodni katyńskiej 1940,stone
n4916755734,"4916755734",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KASIA MUSIAŁ 27 lat Zginęła 01.04.2010,,,,,,,,,,,Biały rower,ghost_bike
n4916755735,"4916755735",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrzej, 19 lat, 19.07.2014",,,,,,,,,,,Biały rower,ghost_bike
n4935294692,"4935294692",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"En: Gentle ramp from pedestrian area to south, steep ramp from patio north side.",yes,,,,,Tablica informująca o miejscu modlitwy Jana Pawła II w 1997 r.,,,,Q989,,,,,Miejsce modlitwy Jana Pawła II,plaque
n4937896054,"4937896054",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2013",,,,Biały rower,
n4955688940,"4955688940",node,memorial,,,,,,,,,,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Kaplica_Zwiastowania_Najświętszej_Maryi_Panny_w_Poznaniu#/media/File:Kaplica_Zwiastowania_NMP_Pozna%C5%84_06.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezus Chrystus,statue
n5002773445,"5002773445",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik poświęcony pomordowanym przez NKWD policjantom z Województwa Poznańskiego w 1940r.,,pl:Pomnik Pomordowanych Policjantów II RP Województwa Poznańskiego,Q11823414,,2010-05-14,,,,Pomnik Pomordowanych Policjantów II RP,
n5063813620,"5063813620",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik na mogile zbiorowej 57 nieznanych ofiar niemieckiego bombardowania Poznania 1.9.1939 r.,,,,,"1965",,,,Pomnik nagrobny ofiar hitlerowskiego bombardowania,
n5064781827,"5064781827",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park Tysiąclecia - zbudowany czynem społecznym załogi i mieszkańców dzielnicy Nowe Miasto,,,,,,,"1966",,,,Park Tysiąclecia,obelisk
n5086338733,"5086338733",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomnik SS Poznań,Q11823434,,1975 (?),,,,Pomnik statku SS Poznań,
n5121641755,"5121641755",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,bench,,,,,,,,,,,,,,pl:Ławeczka Klemensa Mikuły w Poznaniu,Q48847576,,2017-09-22,,,,Ławka Klemensa Mikuły,bench
n5124236953,"5124236953",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n5130606517,"5130606517",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoni Bazaniak,stone
n5434738612,"5434738612",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Sobociński,pl:Głaz Kazimierza Nowakowskiego,Q11703181,,1980-11-14,,,,Kazimierz Nowakowski,stone
n5434812518,"5434812518",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~1945,,,,Św. Jan Nepomucen,statue
n5472335577,"5472335577",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krzysztof Jakubik,pl:Pomnik Czesława Piotrowskiego w Poznaniu,Q65162393,,2017-03-21,,,,Ks. Czesław Piotrowski,statue
n5472350510,"5472350510",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n5472350511,"5472350511",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Paweł,statue
n5472350512,"5472350512",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Piotr,statue
n5488999387,"5488999387",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100-lecie Polskiego Związku Wędkarskiego i 5 lecie Koła Rataje. W czynie społecznym dla S.M. Osiedla Młodych Wędkarze Rataj,,,Władysław Gniot,pl:Pomnik stulecia Polskiego Związku Wędkarskiego w Poznaniu,Q11823590,,"1979",,,,100-lecie Polskiego Związku Wędkarskiego,
n5566789854,"5566789854",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bench,,,,,,,,,,,,,Adam Wójkiewicz,,,,2019-10-08,,,,Ławka prof. Eugeniusza Piaseckiego,bench
n5580956131,"5580956131",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki Jana Pawła II w Poznaniu#Pomnik przy kościele pw. Karola Boromeusza,,,,,,,,,,,,,,,,,,,,,,Q989,2016-10-22,,,,Jan Paweł II,statue
n5585753422,"5585753422",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935-05-11,,,,Pomnik ks. Zygmunta Masłowskiego,
n5611305684,"5611305684",node,memorial,,,,,,,,"2.6",http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.3064011.2631,PL.ZIPOP.1393.PP.3064011.2631,stone,natural_monument,"4.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamięci Franciszka Jaśkowiaka / 1903 – 1983 / krajoznawcy, wybitnego przewodnika, orędownika ochrony przyrody i zabytków / Koło Przewodników PTTK / Poznań 5 X 2003",,,,pl:Głaz Franciszka Jaśkowiaka w Poznaniu,Q15993901,,2003-10-05,,,,Franciszek Jaśkowiak,stone
n5617159780,"5617159780",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serce Jezusa,statue
n5617159785,"5617159785",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezus Chrystus,statue
n6027125044,"6027125044",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n6047417495,"6047417495",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik ze słowami homilii Jana Pawła II wygłoszonej w Poznaniu w 1983r.,,,,Q989,,,,,Wizyta Jana Pawła II w Poznaniu,stone
n6047417496,"6047417496",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanisław Mystek,,,,"2006",,,,Abp. Walenty Dymek,bust
n6061562014,"6061562014",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica pamiątkowa działań wojsk amerykańskich,plaque
n6131415608,"6131415608",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomnik Mikołaja Kopernika w Poznaniu,Q11823345,Q619,"1969",,,,Mikołaj Kopernik,bust
n6327882814,"6327882814",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August Gaul,pl:Pomnik Roberta Jaeckla w Poznaniu,Q105389802,,1910-05-13,,,,Pomnik Roberta Jaeckla,
n6356724450,"6356724450",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Alfons Maćkowiak,,,,,,,,,,https://commons.wikimedia.org/wiki/File:G%C5%82az_pami%C4%99ci_gen._Alfonsa_Ma%C4%87kowiaka.jpg,,,,,Q28922122,,,,,Gen. bryg. Alfons Maćkowiak,stone
n6360356991,"6360356991",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik Trzech Tramwajarek,plaque
n6416136552,"6416136552",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętnijąca dziennikarza Wojciecha Cieślewicza, zamordowanego przez ZOMO w dniu 13.02.1982r.",Józef Petruk,,,,"1992",,,,Wojciech Cieślewicz,plaque
n6421070821,"6421070821",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Kapliczki przydrożne na Żegrzu i Ratajach w Poznaniu#Kapliczka Matki Boskiej Nieustającej Pomocy,,,,,,,,,,,,,,,,,,,,,,,"1920",,,,Matka Boża Nieustającej Pomocy,statue
n6421070829,"6421070829",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Roch,statue
n6459472544,"6459472544",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"..lecz zbryzgano mózgiem bruk / i bruk się wzdyma powoli / krew nie płynie już, już tylko skrzep / rozstrzelano moje serce w Poznaniu./ K.Iłłakowiczówna / Pracownikom komunikacji miejskiej w 25-rocznicę tragicznych Wydarzeń Czerwcowych / Załoga WPK",,,"Henryk Bartkowiak; Krzysztof Mielczak",pl:Pomnik Ofiar Czerwca 1956 (ul. Gajowa),Q11823370,,1981-06-27,,,,Pomnik pracowników komunikacji miejskiej,
n6517572963,"6517572963",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca Piotra Szczęsnego - Szarego Człowieka, który 19 października 2017 r. w Warszawie dokonał aktu samospalenia w imię wolności i demokracji",,,,,,,"2019",,,,Piotr Szczęsny - Szary Człowiek,plaque
n6523308799,"6523308799",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym budynku, w latach 1918–1919, mieściła się siedziba Biura Wydziału Wykonawczego Poznańskiej Rady Robotników i Żołnierzy",Stanisława Mystka,,,,"1988",,,,Miejsce siedziby Biura Wydziału Wykonawczego Poznańskiej Rady Robotników i Żołnierzy,plaque
n6523308808,"6523308808",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,bench,,,,,,,,,,,,,,pl:Ławeczka Stanisława Kozierowskiego w Poznaniu,Q86668705,,2019-06-06,,,,Ławka prof. Stanisława Kozierowskiego,bench
n6591232269,"6591232269",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryszard Skupin,pl:Pomnik Stanisława Staszica w Poznaniu,Q11823455,,1967-09-04,,,,Stanisław Staszic,bust
n6863978090,"6863978090",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n6899826006,"6899826006",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryszard Skupin,pl:Pomnik Powstańców Wielkopolskich na Górczynie w Poznaniu,Q11823418,,"1968",,,,Pomnik nagrobny Powstańców Wielkopolskich,
n6899826007,"6899826007",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ofiarom hitlerowskiej napaści na Polskę we wrześniu 1939 r. i wszystkim Wielkopolanom którzy życie oddali ojczyźnie w latach Drugiej Wojny Światowej. Pokój od Bog - wdzięczność od potomków.,,,,,,,,,Pomnik ofiar hitlerowskiej napaści na Polskę,
n6982920010,"6982920010",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Sobociński,pl:Pomnik Pawła Edmunda Strzeleckiego na Łazarzu w Poznaniu,Q65165970,,"2003",,,,Paweł Edmund Strzelecki,statue
n7005941731,"7005941731",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otwarty pomnik Kazimierza Nowaka,
n7008902921,"7008902921",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1999",,,,Józef Piłsudski,plaque
n7008902923,"7008902923",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca pochód pierwszomajowy klasy robotniczej w 1891r.,,,,,"1951; 1982",,,,Pierwszy w Poznaniu pochód pierwszomajowy,plaque
n7012210582,"7012210582",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Kasiński,,,,"1993",,,,"Tablica harcerzy poznańskiej ""Piątki""",plaque
n7015040151,"7015040151",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca Karola Marcinkowskiego w 100. rocznicę śmierci,Edward Haupt,,,,"1946",,,,Karol Marcinkowski,plaque
n7039256214,"7039256214",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bł. Maria Karłowska,plaque
n7040071288,"7040071288",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca uroczyste przekazanie sztandaru ufundowanego przez społeczeństwo Wielkopolski dla 3 Brygady Pancernej Armii Wojska Polskiego,,,,,,,,,Uroczyste przekazanie sztandaru dla 3 Brygady Pancernej Armii Wojska Polskiego,plaque
n7040071289,"7040071289",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce zamieszkania Romana Dmowskiego w latach 1920-1922,,,,,,,,,Miejsce zamieszkania Romana Dmowskiego,plaque
n7040071290,"7040071290",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica upamiętniająca miejsce salonu artystycznego prowadzonego przez Marię Paruzewską,,,,,,,,,Miejsce salonu artystycznego Marii Paruszewskiej,plaque
n7040071291,"7040071291",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W tym hotelu mieszkał i koncertował w latach 1854–1878 kompozytor i wirtuoz skrzypiec Henryk Wieniawski z bratem Józefem. Wasze melodyje w duszach pieszczone, trwać będą w sercach Wielkopolany.",,Tablica upamiętniająca miejsce zamieszkania i koncertowania Henryka Wieniawskiego w latach 1854-1878,Roman Kosmala,,,,2011-10-19,,,,Miejsce zamieszkania Henryka Wieniawskiego,plaque
n7040071292,"7040071292",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,هیپولیت چگیلسکی,,,,,,,,,,,,,,,,,,,,,,,,Hipolit Cegielski,plaque
n7040071294,"7040071294",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Kaliszan,,,Q79822,"1960",,,,Pobyt Adama Mickiewicza,plaque
n7044571604,"7044571604",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Józef Struś,,,,,,,,,,,,Józef Stasiński,,,Q1715111,"1968",,,,Dr Józef Struś,plaque
n7060828586,"7060828586",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym budynku mieścił się punkt kontaktowy Komendy Poznańskiego Okręgu Armii Krajowej oraz prowadzone były rozmowy pomiędzy PPR a AK",P. Andruszko,,,,"1985",,,,Miejsce punktu kontaktowego Komendy Poznańskiego Okręgu Armii Krajowej,plaque
n7064879819,"7064879819",node,memorial,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q989,,,,,Dąb Jana Pawła II,memorial
n7072416128,"7072416128",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca pierwsze miejsce obrad Komisji Organizacyjnej, powstałej z inicjatywy PTPN w latach 1918-1919",,,,,"2009",,,,Miejsce obrad komisji organizacyjnej UAM,plaque
n7072416129,"7072416129",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca miejsce powstania pierwszego Aeroklubu Polski, w dniu 30.10.1919r.",,,,,"1994",,,,Pierwszy Aeroklub Polski,plaque
n7083145500,"7083145500",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Sobociński,pl:Pomnik Ofiar Więzienia przy ul. Młyńskiej w Poznaniu,Q11823375,,"1983",,,,Tablica ofiar więzienia przy ul. Młyńskiej,plaque
n7083145529,"7083145529",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bench,,,,,,,,,,,,,Roman Kosmala,pl:Ławeczka Studentów w Poznaniu,Q86668718,,2019-06-17,,,,Ławka studentów,bench
n7117388910,"7117388910",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bł. Sancja Szymkowiak,statue
n7139805796,"7139805796",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Raczyński,plaque
n7164682578,"7164682578",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża,statue
n7169966597,"7169966597",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historia gmachu,plaque
n7172978318,"7172978318",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asp. Michał Tomiak,stone
n7211798891,"7211798891",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik poświęcony poległym parafianom w czasie I wojny światowej, powstania wielkopolskiego i wojny bolszewickiej",Lucjan Michałowski,,,Q361,~1932,,,,Pomnik poległych parafian,war_memorial
n7233809518,"7233809518",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Głaz upamiętniający rodzinę Kosickich,,,,,,,,,Głaz darczyńców rodzinnego ogrodu Kosickich,stone
n7316898716,"7316898716",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max von Laue,plaque
n7316898717,"7316898717",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica upamiętniająca Floriana Marciniaka, twórcę Szarych Szeregów",Marian Banasiewicz,,,,"1986",,,,Hm. Florian Marciniak,plaque
n7395630007,"7395630007",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abp. Walenty Dymek,plaque
n7395642993,"7395642993",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matka Boża z Lourdes,statue
n7395642995,"7395642995",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1929",,,,10. rocznica wybuchu Powstania Wielkopolskiego,plaque
n7395642996,"7395642996",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Sobczak,,,,"1985",,,,Tablica dowódców Powstania Wielkopolskiego,plaque
n7395643065,"7395643065",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q156277,,,,,Ks. Jerzy Popiełuszko,statue
n7637738374,"7637738374",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986 (?),,,,Ks. Szczęsny Dettloff,plaque
n7637738375,"7637738375",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W. Marcinkowski,,,,"1910",,,,Fryderyk Chopin,plaque
n7637773414,"7637773414",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007",,,,Cyryl Ratajski,plaque
n7637773415,"7637773415",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007",,,,Heliodor Święcicki,plaque
n7638062145,"7638062145",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W hołdzie poznańskim strażakom za odwagę i ofiarność,,,,,,,2008-12-10,,,,Głaz poznańskich strażaków,stone
n7745160520,"7745160520",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fryderyk Chopin w 1828 r. grał w tym gmachu,,,,,,,"1960",,,,Miejsce koncertu Fryderyka Chopina,plaque
